repyr,reg_status,appr_trade_code,appr_trade_name,comp_vol,gender,total_reg,mean_age,sd_age,total_NA,total_cont,total_comp,total_disc,mean_reg_dur,mean_date_reg
2011,New registration (during report period),429A,General Machinist,Voluntary,Female,12,26.12054795,10.8451129,0,12,0,0,0.397488584,20110807
2011,New registration (during report period),429A,General Machinist,Voluntary,Male,362,25.49332476,7.703521576,0,354,0,8,0.501619617,20110630
2011,New registration (during report period),430A,Tool and Die Maker,Voluntary,Female,4,.,.,.,.,.,.,.,.
2011,New registration (during report period),430A,Tool and Die Maker,Voluntary,Male,120,25.30388128,7.36697151,0,119,0,1,0.459611872,20110716
2011,New registration (during report period),430M,Machine Tool Builder and Integrator,Voluntary,Male,8,34.57705479,8.064651894,0,8,0,0,0.56130137,20110609
2011,New registration (during report period),431A,Mould Maker,Voluntary,Male,38,21.59379957,7.712026372,0,38,0,0,0.582263879,20110601
2011,New registration (during report period),433A,Industrial Mechanic Millwright,Voluntary,Female,10,28.18520548,11.20908943,0,10,0,0,0.346575342,20110826
2011,New registration (during report period),433A,Industrial Mechanic Millwright,Voluntary,Male,635,27.00643296,8.292987772,0,632,0,3,0.469148959,20110712
2011,New registration (during report period),434A,Powerline Technician,Voluntary,Male,236,24.49972138,6.187848111,0,236,0,0,0.522324124,20110623
2011,New registration (during report period),435A,Small Engine Technician,Voluntary,Female,4,.,.,.,.,.,.,.,.
2011,New registration (during report period),435A,Small Engine Technician,Voluntary,Male,48,23.64805936,8.377395354,0,46,1,1,0.500570776,20110701
2011,New registration (during report period),435B,Marine Engine Technician,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),435B,Marine Engine Technician,Voluntary,Male,42,26.12276582,8.87780197,0,42,0,0,0.505544684,20110629
2011,New registration (during report period),437A,Metal Fabricator (Fitter),Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),437A,Metal Fabricator (Fitter),Voluntary,Male,108,24.77529173,7.132393715,0,108,0,0,0.484297311,20110707
2011,New registration (during report period),438A,Cabinetmaker,Voluntary,Female,4,.,.,.,.,.,.,.,.
2011,New registration (during report period),438A,Cabinetmaker,Voluntary,Male,109,23.17951489,6.751364553,0,108,0,1,0.494533115,20110703
2011,New registration (during report period),441C,Horticultural Technician,Voluntary,Female,51,32.54010207,11.58737287,0,51,0,0,0.35911899,20110821
2011,New registration (during report period),441C,Horticultural Technician,Voluntary,Male,111,23.84376157,5.964602608,0,111,0,0,0.402739726,20110806
2011,New registration (during report period),442A,Industrial Electrician,Voluntary,Female,17,26.50523771,6.631364235,0,17,0,0,0.437066882,20110724
2011,New registration (during report period),442A,Industrial Electrician,Voluntary,Male,510,26.56167607,8.556731072,0,508,2,0,0.527112544,20110621
2011,New registration (during report period),443A,Pattern Maker,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,New registration (during report period),444A,Arborist,Voluntary,Female,5,.,.,.,.,.,.,.,.
2011,New registration (during report period),444A,Arborist,Voluntary,Male,88,26.76441469,6.831498193,0,87,1,0,0.368835616,20110818
2011,New registration (during report period),444B,Utility Arborist,Voluntary,Male,61,28.55504155,8.003347901,0,59,0,2,0.524859645,20110622
2011,New registration (during report period),445A,Appliance Service Technician,Voluntary,Male,4,.,.,.,.,.,.,.,.
2011,New registration (during report period),446A,Electric Motor System Technician,Voluntary,Male,13,27.08198103,5.864302707,0,13,0,0,0.454373024,20110718
2011,New registration (during report period),447A,Instrumentation and Control Technician,Voluntary,Female,6,31.21598174,13.09473571,0,6,0,0,0.596803653,20110527
2011,New registration (during report period),447A,Instrumentation and Control Technician,Voluntary,Male,57,26.46637827,7.264655585,0,56,0,1,0.483826003,20110707
2011,New registration (during report period),448A,Floor Covering Installer,Voluntary,Male,63,28.22357034,9.257860834,0,63,0,0,0.571298108,20110605
2011,New registration (during report period),449A,Roofer,Voluntary,Male,26,28.47892518,6.795726186,0,26,0,0,0.369441517,20110818
2011,New registration (during report period),450A,Construction Craft Worker,Voluntary,Female,11,27.82067248,9.824426829,0,11,0,0,0.749439601,20110401
2011,New registration (during report period),450A,Construction Craft Worker,Voluntary,Male,416,27.39465885,9.720034986,0,413,0,3,0.540200211,20110616
2011,New registration (during report period),451A,Drywall; Acoustic and Lathing Applicator,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,New registration (during report period),451A,Drywall; Acoustic and Lathing Applicator,Voluntary,Male,260,26.79373024,6.505689181,0,260,0,0,0.536059009,20110618
2011,New registration (during report period),452A,Reinforcing Rodworker; Br. 3,Voluntary,Male,71,29.39799344,7.584066827,0,71,0,0,0.602160911,20110525
2011,New registration (during report period),453A,Drywall Finisher and Plasterer,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),453A,Drywall Finisher and Plasterer,Voluntary,Male,55,28.07267746,7.555045483,0,55,0,0,0.508393524,20110628
2011,New registration (during report period),456A,Welder,Voluntary,Female,15,25.57315068,9.379267445,0,15,0,0,0.403835616,20110805
2011,New registration (during report period),456A,Welder,Voluntary,Male,309,23.19053066,6.41062801,0,306,1,2,0.516238862,20110625
2011,New registration (during report period),600H,Horse Groom,Voluntary,Female,12,26.17534247,12.09533757,0,12,0,0,0.510502283,20110627
2011,New registration (during report period),600P,Blacksmith,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),605B,Water Well Driller,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),605B,Water Well Driller,Voluntary,Male,7,28.61722114,5.780294445,0,7,0,0,0.60704501,20110523
2011,New registration (during report period),606W,Hardware; Lumber and Building Materials Retailer,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,New registration (during report period),610C,Aircraft Maintenance Engineer,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),610C,Aircraft Maintenance Engineer,Voluntary,Male,11,27.39028643,8.646487956,0,11,0,0,0.741220423,20110404
2011,New registration (during report period),611B,Saw Filer/Fitter,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,New registration (during report period),614A,Draftperson - Mechanical,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),617A,Electrical Control (Machine) Builder,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,New registration (during report period),620A,Child and Youth Worker,Voluntary,Female,113,27.1416899,12.02155001,0,101,0,12,0.625748576,20110516
2011,New registration (during report period),620A,Child and Youth Worker,Voluntary,Male,33,27.80348692,8.468014845,0,31,0,2,0.57758406,20110603
2011,New registration (during report period),620C,Child Development Practitioner,Voluntary,Female,1090,30.24080181,11.15576603,0,1036,1,53,0.525426668,20110622
2011,New registration (during report period),620C,Child Development Practitioner,Voluntary,Male,80,33.06164384,11.7729726,0,78,0,2,0.485,20110706
2011,New registration (during report period),620D,Developmental Services Worker,Voluntary,Female,213,38.13633031,10.43780292,0,213,0,0,0.437674449,20110724
2011,New registration (during report period),620D,Developmental Services Worker,Voluntary,Male,97,37.40909476,9.580445345,0,97,0,0,0.425052959,20110728
2011,New registration (during report period),620E,Educational Assistant,Voluntary,Female,78,34.53624868,12.66222442,0,77,0,1,0.519037583,20110624
2011,New registration (during report period),620E,Educational Assistant,Voluntary,Male,17,34.32892828,13.41516275,0,17,0,0,0.521192587,20110623
2011,New registration (during report period),620G,Child Development Practitioner - Inclusion Practices,Voluntary,Female,8,33.36917808,8.160950926,0,8,0,0,0.709246575,20110416
2011,New registration (during report period),620G,Child Development Practitioner - Inclusion Practices,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),630A,Micro-Electronics Manufacturer,Voluntary,Female,12,40.00456621,10.12445109,0,12,0,0,0.723059361,20110411
2011,New registration (during report period),630A,Micro-Electronics Manufacturer,Voluntary,Male,5,.,.,.,.,.,.,.,.
2011,New registration (during report period),630T,Tool/Tooling Maker,Voluntary,Male,6,25.46392694,4.183531561,0,5,1,0,0.423287671,20110729
2011,New registration (during report period),631A,Network Cabling Specialist,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,New registration (during report period),631A,Network Cabling Specialist,Voluntary,Male,39,31.04755883,10.90909333,0,39,0,0,0.593256059,20110528
2011,New registration (during report period),634A,Information Technology Contact Centre Technical Support Agent,Voluntary,Female,234,27.72329938,9.070172183,0,173,0,61,0.53772392,20110617
2011,New registration (during report period),634A,Information Technology Contact Centre Technical Support Agent,Voluntary,Male,510,28.74973946,8.783660839,0,366,0,144,0.508777867,20110628
2011,New registration (during report period),634B,Information Technology Hardware Technician,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),634B,Information Technology Hardware Technician,Voluntary,Male,9,21.19847793,7.755864749,0,9,0,0,0.637442922,20110512
2011,New registration (during report period),634C,Information Technology Network Technician,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),634C,Information Technology Network Technician,Voluntary,Male,6,26.92328767,9.755237941,0,6,0,0,0.631050228,20110514
2011,New registration (during report period),634D,Information Technology Contact Centre Sales Agent,Voluntary,Female,786,29.6673882,10.86449903,0,601,0,185,0.533228764,20110619
2011,New registration (during report period),634D,Information Technology Contact Centre Sales Agent,Voluntary,Male,571,28.15158218,9.289639706,0,465,0,106,0.523868244,20110622
2011,New registration (during report period),634E,Information Technology Contact Centre Customer Service Agent,Voluntary,Female,1951,32.46510887,11.19625716,0,1834,7,110,0.426247165,20110728
2011,New registration (during report period),634E,Information Technology Contact Centre Customer Service Agent,Voluntary,Male,1699,30.9783918,9.946901189,0,1619,1,79,0.419111968,20110731
2011,New registration (during report period),636A,Heavy Equipment Operator: Tractor Loader Backhoe,Voluntary,Female,4,.,.,.,.,.,.,.,.
2011,New registration (during report period),636A,Heavy Equipment Operator: Tractor Loader Backhoe,Voluntary,Male,74,22.038097,5.756538474,0,74,0,0,0.399037394,20110807
2011,New registration (during report period),636B,Heavy Equipment Operator: Excavator,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),636B,Heavy Equipment Operator: Excavator,Voluntary,Male,77,23.70268635,5.311725151,0,77,0,0,0.691086995,20110422
2011,New registration (during report period),636C,Heavy Equipment Operator: Dozer,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),636C,Heavy Equipment Operator: Dozer,Voluntary,Male,65,22.19140148,4.194217017,0,65,0,0,0.694499473,20110421
2011,New registration (during report period),636E,Elevating Devices Mechanic,Voluntary,Female,3,.,.,.,.,.,.,.,.
2011,New registration (during report period),636E,Elevating Devices Mechanic,Voluntary,Male,88,31.11528643,8.234298287,0,88,0,0,0.435990037,20110724
2011,New registration (during report period),637C,Concrete Pump Operator,Voluntary,Male,8,26.2369863,5.416167426,0,8,0,0,0.501712329,20110630
2011,New registration (during report period),638A,Tractor Trailer Commercial Driver,Voluntary,Female,10,50.69123288,8.76475092,0,10,0,0,0.44109589,20110723
2011,New registration (during report period),638A,Tractor Trailer Commercial Driver,Voluntary,Male,278,44.42435203,11.34787703,0,276,2,0,0.50190204,20110630
2011,New registration (during report period),640D,Agriculture - Dairy Herdsperson,Voluntary,Male,7,20.30410959,2.857751385,0,7,0,0,0.610958904,20110522
2011,New registration (during report period),640S,Agriculture - Swine Herdsperson,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,New registration (during report period),670C,CNC Programmer,Voluntary,Male,6,31.78858447,7.445946614,0,6,0,0,0.647031963,20110508
2011,New registration (during report period),690H,Recreation Vehicle Technician,Voluntary,Male,5,.,.,.,.,.,.,.,.
2011,New registration (during report period),800A,Water Meter Installer,Compulsary,Female,7,27.49667319,10.112818,0,6,1,0,0.536203523,20110618
2011,New registration (during report period),800A,Water Meter Installer,Compulsary,Male,378,33.47700225,12.96894114,0,332,45,1,0.50693629,20110628
2011,Reinstatement (during report period),200G,Precision Metal Fabricator,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),229B,Drywall Acoustic And Lathing Applicator,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),237S,Pool and Hot Tub/Spa Service Technician,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),240P,Parts Technician,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),241A,Terrazzo; Tile and Marble Setter,Voluntary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),253A,Heat and Frost Insulator,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),289F,Electrician (Signal Maintenance) (TTC),Voluntary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),306A,Plumber,Compulsary,Male,87,29.22185483,7.385422158,0,72,9,6,6.521524169,20050624
2011,Reinstatement (during report period),307A,Steamfitter,Compulsary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),308A,Sheet Metal Worker,Compulsary,Male,37,32.66205109,7.141069517,0,35,2,0,9.137282488,20021112
2011,Reinstatement (during report period),309A,Electrician: Construction and Maintenance,Compulsary,Female,4,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),309A,Electrician: Construction and Maintenance,Compulsary,Male,194,30.70567716,8.184124683,0,174,12,8,7.31406581,20040908
2011,Reinstatement (during report period),309C,Electrician: Domestic and Rural,Compulsary,Male,6,40.60502283,11.55832938,0,3,0,3,11.37442922,20000818
2011,Reinstatement (during report period),310B,Auto Body and Collision Damage Repairer Br. 1,Compulsary,Male,11,33.07820672,9.249035765,0,7,2,2,9.181569116,20021027
2011,Reinstatement (during report period),310J,Truck Trailer Service Technician,Compulsary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),310K,Automotive Electronic Accessory Technician,Compulsary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),310Q,Auto Body Repairer Br. 2,Compulsary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),310S,Automotive Service Technician,Compulsary,Female,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),310S,Automotive Service Technician,Compulsary,Male,126,29.06375299,7.746022698,0,103,19,4,7.808719287,20040311
2011,Reinstatement (during report period),310T,Truck and Coach Technician,Compulsary,Female,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),310T,Truck and Coach Technician,Compulsary,Male,36,30.90951294,7.064114376,0,28,6,2,7.877853881,20040215
2011,Reinstatement (during report period),311A,Hairstylist - Hairdresser,Compulsary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),313A,Refrigeration and Air Conditioning Systems Mechanic,Compulsary,Male,27,30.90116692,6.302348938,0,24,3,0,6.672349061,20050430
2011,Reinstatement (during report period),313D,Residential Air Conditioning Systems Mechanic,Compulsary,Male,5,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),332A,Hairstylist,Compulsary,Female,69,30.58598372,7.797781445,0,41,26,2,7.289974191,20040917
2011,Reinstatement (during report period),332A,Hairstylist,Compulsary,Male,9,31.11659056,7.385334897,0,5,4,0,7.64414003,20040510
2011,Reinstatement (during report period),339A,Hoisting Engineer: Mobile Crane Operator; Br.1,Compulsary,Male,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),339C,Hoisting Engineer: Mobile Crane Operator; Br.2,Compulsary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),401A,Brick and Stone Mason,Voluntary,Male,9,33.10989346,11.43275086,0,8,1,0,10.88828006,20010211
2011,Reinstatement (during report period),403A,General Carpenter,Voluntary,Female,4,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),403A,General Carpenter,Voluntary,Male,99,29.50563166,7.501992038,0,86,4,9,7.277680919,20040921
2011,Reinstatement (during report period),404C,Painter and Decorator Branch 1 - Commercial and Residential,Voluntary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),410N,Automotive Painter,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),415A,Cook Br. 2,Voluntary,Female,4,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),415A,Cook Br. 2,Voluntary,Male,30,28.93178082,5.20800398,0,17,11,2,7.927579909,20040128
2011,Reinstatement (during report period),420A,Ironworker - Structural and Ornamental; Br. 2,Voluntary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),421A,Heavy Duty Equipment Technician,Voluntary,Male,23,25.94437165,4.907850027,0,18,5,0,5.44919595,20060721
2011,Reinstatement (during report period),423A,Baker,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),423C,Baker-Patissier,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),424A,Architectural Glass and Metal Technician,Voluntary,Male,7,32.47514677,6.017039223,0,6,0,1,7.711937378,20040416
2011,Reinstatement (during report period),425A,Agricultural Equipment Technician,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),427A,Sprinkler and Fire Protection Installer,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),428A,Construction Boilermaker,Voluntary,Male,4,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),429A,General Machinist,Voluntary,Male,19,29.95428983,6.387481636,0,12,6,1,8.342033165,20030830
2011,Reinstatement (during report period),430A,Tool and Die Maker,Voluntary,Male,4,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),430M,Machine Tool Builder and Integrator,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),433A,Industrial Mechanic Millwright,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),433A,Industrial Mechanic Millwright,Voluntary,Male,43,29.01949665,6.408621521,0,33,8,2,6.67435489,20050429
2011,Reinstatement (during report period),434A,Powerline Technician,Voluntary,Male,4,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),435A,Small Engine Technician,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),435B,Marine Engine Technician,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),437A,Metal Fabricator (Fitter),Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),437A,Metal Fabricator (Fitter),Voluntary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),438A,Cabinetmaker,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),441B,Horticulturist Landscaper Greenskeeper,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),441C,Horticultural Technician,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),442A,Industrial Electrician,Voluntary,Male,18,34.46012177,10.76606604,0,17,0,1,7.555251142,20040612
2011,Reinstatement (during report period),444A,Arborist,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),444B,Utility Arborist,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),447A,Instrumentation and Control Technician,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),447A,Instrumentation and Control Technician,Voluntary,Male,4,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),448A,Floor Covering Installer,Voluntary,Male,11,30.14420922,4.28775671,0,11,0,0,5.771606476,20060325
2011,Reinstatement (during report period),449A,Roofer,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),450A,Construction Craft Worker,Voluntary,Male,9,32.56894977,6.980483207,0,1,7,1,8.275190259,20030923
2011,Reinstatement (during report period),451A,Drywall; Acoustic and Lathing Applicator,Voluntary,Male,4,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),452A,Reinforcing Rodworker; Br. 3,Voluntary,Male,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),453A,Drywall Finisher and Plasterer,Voluntary,Male,4,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),456A,Welder,Voluntary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),610C,Aircraft Maintenance Engineer,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),620A,Child and Youth Worker,Voluntary,Female,5,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),620C,Child Development Practitioner,Voluntary,Female,18,35.92115677,12.87604722,0,13,5,0,6.75281583,20050401
2011,Reinstatement (during report period),620D,Developmental Services Worker,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),620E,Educational Assistant,Voluntary,Female,2,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),630A,Micro-Electronics Manufacturer,Voluntary,Female,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),630T,Tool/Tooling Maker,Voluntary,Male,1,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),634A,Information Technology Contact Centre Technical Support Agent,Voluntary,Female,13,47.60779768,13.98753651,0,10,0,3,5.237091675,20061006
2011,Reinstatement (during report period),634A,Information Technology Contact Centre Technical Support Agent,Voluntary,Male,16,31.4244863,10.67465392,0,14,0,2,4.90119863,20070206
2011,Reinstatement (during report period),634D,Information Technology Contact Centre Sales Agent,Voluntary,Female,5,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),634D,Information Technology Contact Centre Sales Agent,Voluntary,Male,7,28.8035225,7.581210657,0,7,0,0,3.601174168,20080525
2011,Reinstatement (during report period),634E,Information Technology Contact Centre Customer Service Agent,Voluntary,Female,16,30.9744863,10.43175029,0,15,0,1,3.307876712,20080909
2011,Reinstatement (during report period),634E,Information Technology Contact Centre Customer Service Agent,Voluntary,Male,13,28.32539515,8.0601828,0,12,0,1,3.319072708,20080905
2011,Reinstatement (during report period),638A,Tractor Trailer Commercial Driver,Voluntary,Male,3,.,.,.,.,.,.,.,.
2011,Reinstatement (during report period),800A,Water Meter Installer,Compulsary,Male,9,30.19117199,9.890445374,0,6,3,0,6.255136986,20050929
2012,Already registered (beginning of report period),200G,Precision Metal Fabricator,Voluntary,Female,6,41.26164384,4.975504719,0,6,0,0,10.19817352,20021022
2012,Already registered (beginning of report period),200G,Precision Metal Fabricator,Voluntary,Male,129,40.38390145,9.067834624,0,128,0,1,11.19297016,20011024
2012,Already registered (beginning of report period),207S,Light Rail Overhead Contact Systems Lineperson,Voluntary,Male,10,34.34,6.75320952,0,5,5,0,4.241917808,20081004
2012,Already registered (beginning of report period),211W,Wooden Boat Rebuilder/Repairer,Voluntary,Male,6,29.33013699,3.182052669,0,5,1,0,7.25890411,20050929
2012,Already registered (beginning of report period),219C,Saddlery,Voluntary,Male,1,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),225A,Optics Technician (Lens and Prism Maker),Voluntary,Female,1,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),225A,Optics Technician (Lens and Prism Maker),Voluntary,Male,9,27.54977169,4.001615596,0,8,1,0,3.503196347,20090701
2012,Already registered (beginning of report period),225F,Thin Film Technician,Voluntary,Female,2,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),229B,Drywall Acoustic And Lathing Applicator,Voluntary,Male,4,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),237S,Pool and Hot Tub/Spa Service Technician,Voluntary,Female,3,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),237S,Pool and Hot Tub/Spa Service Technician,Voluntary,Male,74,34.92802666,8.915663302,0,70,0,4,6.021103295,20061225
2012,Already registered (beginning of report period),237T,Pool/Hot Tub and Spa Installer,Voluntary,Male,47,33.99726027,8.179656899,0,41,6,0,5.298921597,20070914
2012,Already registered (beginning of report period),239B,Tool and Gauge Inspector,Voluntary,Male,1,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),240P,Parts Technician,Voluntary,Female,57,34.5271329,10.54948221,0,51,3,3,4.763902908,20080328
2012,Already registered (beginning of report period),240P,Parts Technician,Voluntary,Male,223,35.60121629,12.59158544,0,198,17,8,4.88794152,20080211
2012,Already registered (beginning of report period),241A,Terrazzo; Tile and Marble Setter,Voluntary,Female,4,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),241A,Terrazzo; Tile and Marble Setter,Voluntary,Male,173,32.88743368,7.511480945,0,168,1,4,4.936812099,20080125
2012,Already registered (beginning of report period),243A,Roofer,Voluntary,Male,1,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),244G,Cement (Concrete ) Finisher,Voluntary,Female,4,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),244G,Cement (Concrete ) Finisher,Voluntary,Male,264,34.7691677,9.28130754,0,256,3,5,6.312152345,20060910
2012,Already registered (beginning of report period),244H,Restoration Mason,Voluntary,Female,1,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),244H,Restoration Mason,Voluntary,Male,11,43.23262765,12.05937581,0,11,0,0,12.63462017,20000516
2012,Already registered (beginning of report period),244K,Precast Concrete Erector,Voluntary,Male,18,48.90502283,12.28181185,0,18,0,0,15.60395738,19970528
2012,Already registered (beginning of report period),244L,Precast Concrete Finisher,Voluntary,Male,2,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),245R,Retail Meat Cutter,Voluntary,Female,5,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),245R,Retail Meat Cutter,Voluntary,Male,117,29.16702962,9.641815044,0,95,9,13,4.353518323,20080824
2012,Already registered (beginning of report period),246F,Process Operator: Refinery; Chemical and Liquid Processes,Voluntary,Female,16,34.2630137,9.110544283,0,14,2,0,2.457534247,20100718
2012,Already registered (beginning of report period),246F,Process Operator: Refinery; Chemical and Liquid Processes,Voluntary,Male,238,36.96335904,10.48483324,0,166,63,9,4.628721077,20080516
2012,Already registered (beginning of report period),246R,Process Operator: Power,Voluntary,Female,47,29.48190032,6.156748292,0,45,2,0,2.635849607,20100513
2012,Already registered (beginning of report period),246R,Process Operator: Power,Voluntary,Male,302,32.34848045,9.888992805,0,265,37,0,2.783897306,20100320
2012,Already registered (beginning of report period),246T,Process Operator: Food Manufacturing,Voluntary,Female,42,41.87853881,10.06339547,0,39,2,1,2.728245271,20100410
2012,Already registered (beginning of report period),246T,Process Operator: Food Manufacturing,Voluntary,Male,120,40.39461187,8.830111752,0,110,9,1,2.489155251,20100706
2012,Already registered (beginning of report period),253A,Heat and Frost Insulator,Voluntary,Female,2,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),253A,Heat and Frost Insulator,Voluntary,Male,406,33.25696741,8.343416728,0,331,75,0,4.003205344,20081230
2012,Already registered (beginning of report period),253H,Hazardous Materials Worker,Voluntary,Female,6,46.32739726,9.726632549,0,5,1,0,1.715525114,20110414
2012,Already registered (beginning of report period),253H,Hazardous Materials Worker,Voluntary,Male,112,37.07681018,11.53855764,0,94,8,10,1.797725049,20110315
2012,Already registered (beginning of report period),255B,Facilities Technician,Voluntary,Female,5,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),255B,Facilities Technician,Voluntary,Male,90,42.26420091,11.50569969,0,81,2,7,9.256255708,20031001
2012,Already registered (beginning of report period),255W,Facilities Mechanic,Voluntary,Female,16,46.71506849,9.861321367,0,13,0,3,10.84863014,20020227
2012,Already registered (beginning of report period),255W,Facilities Mechanic,Voluntary,Male,147,46.61494735,12.43181828,0,130,1,16,11.98714006,20010107
2012,Already registered (beginning of report period),259L,Locksmith,Voluntary,Female,3,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),259L,Locksmith,Voluntary,Male,43,33.49652756,11.05841629,0,34,6,3,5.2166295,20071014
2012,Already registered (beginning of report period),263F,Pump Systems Installer,Voluntary,Male,5,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),267G,Composite Structures Technician,Voluntary,Male,1,.,.,.,.,.,.,.,.
2012,Already registered (beginning of report period),268A,Carperson (Railway),Voluntary,Male,14,50.9409002,8.422085618,0,14,0,0,8.156555773,20041105
